regulator	target	beta.sign.sum	prior	ens_tf	ens_target
FOXC1	APOBEC2	-58.027266610298099	1	ENSG00000204335	ENSG00000137869
FOXC1	HPSE	-265.662191529886	1	ENSG00000204335	ENSG00000087494
FOXC1	TBK1	-90.696783343993303	1	ENSG00000204335	ENSG00000135919
PRDM1	FSTL3	-229.6891096837	1	ENSG00000143995	ENSG00000128604
PRDM1	ABCB1	481.95969386806604	1	ENSG00000143995	ENSG00000077092
PRDM1	EPSTI1	-292.73551959901198	1	ENSG00000143995	ENSG00000115414
PRDM1	ESR2	-139.621753067388	1	ENSG00000143995	ENSG00000159399
PRDM1	GK	-105.80171408523199	1	ENSG00000143995	ENSG00000171729
DLX3	SAMD4A	367.36626609815102	1	ENSG00000102974	ENSG00000188257
DLX3	PRDM1	66.122365804200598	1	ENSG00000102974	ENSG00000143171
DLX3	PRKACA	65.435200992279704	1	ENSG00000102974	ENSG00000117595
DLX3	LYZ	65.395126462703203	1	ENSG00000102974	ENSG00000143365
DLX3	PABPC4	43.814770757245292	1	ENSG00000102974	ENSG00000012504
DLX3	ABCC6	108.52231448695801	1	ENSG00000102974	ENSG00000144852
DLX3	ESR1	43.679680106547202	1	ENSG00000102974	ENSG00000101076
DLX3	FKBP5	34.906384071627002	1	ENSG00000102974	ENSG00000175745
DLX3	SCD	29.248647402460399	1	ENSG00000102974	ENSG00000185551
DLX3	EIF3L	24.2267903838097	1	ENSG00000102974	ENSG00000140009
DLX3	PDGFB	14.9733903152429	1	ENSG00000102974	ENSG00000196482
DLX3	HIF1A	20.837322337248999	1	ENSG00000102974	ENSG00000169083
DLX3	PSME2	44.277816920937703	1	ENSG00000102974	ENSG00000136931
DLX3	LIPG	132.329072946292	1	ENSG00000102974	ENSG00000143921
DLX3	EHD4	180.73345413650199	1	ENSG00000102974	ENSG00000081051
DLX3	TNFRSF10A	52.555008063318006	1	ENSG00000102974	ENSG00000111732
DLX3	PLA2G4C	29.588615588609699	1	ENSG00000102974	ENSG00000154188
DLX3	CLEC2B	51.644924121851901	1	ENSG00000102974	ENSG00000100739
DLX3	SLC11A2	39.291650620075004	1	ENSG00000102974	ENSG00000176697
DLX3	MVK	36.654376318898002	1	ENSG00000102974	ENSG00000182492
DLX3	VDR	47.630189764819498	1	ENSG00000102974	ENSG00000125378
DLX3	GBP3	44.399293556070397	1	ENSG00000102974	ENSG00000160654
DLX3	ELF1	56.376279792878201	1	ENSG00000102974	ENSG00000165376
DLX3	SOCS2	12.6868528344956	1	ENSG00000102974	ENSG00000164692
DLX3	CD80	184.26550239961898	1	ENSG00000102974	ENSG00000117322
DLX3	OPTN	48.477322689238704	1	ENSG00000102974	ENSG00000124092
DLX3	APOBEC2	18.868186986872601	1	ENSG00000102974	ENSG00000137869
DLX3	NRN1	53.763948933073905	1	ENSG00000102974	ENSG00000130649
DLX3	PAX8	44.650347115146999	1	ENSG00000102974	ENSG00000211448
DLX3	IFI6	27.494434919749498	1	ENSG00000102974	ENSG00000146648
DLX3	APOL2	205.94831788926899	1	ENSG00000102974	ENSG00000163435
DLX3	ART1	45.578352488473499	1	ENSG00000102974	ENSG00000197594
DLX3	G6PC	73.133163817818698	1	ENSG00000102974	ENSG00000170231
DLX3	CHI3L1	35.3206722061704	1	ENSG00000102974	ENSG00000107831
DLX3	IL15RA	23.071280896287497	1	ENSG00000102974	ENSG00000128683
DLX3	IFI44L	53.610437877363999	1	ENSG00000102974	ENSG00000183454
DLX3	IFI44	76.905372424843094	1	ENSG00000102974	ENSG00000164082
DLX3	DUSP5	98.545407181481494	1	ENSG00000102974	ENSG00000152402
DLX3	HERC6	40.500271076104902	1	ENSG00000102974	ENSG00000213931
DLX3	IMPA2	85.275849284813091	1	ENSG00000102974	ENSG00000078399
DLX3	EPHA1	29.819458486279601	1	ENSG00000102974	ENSG00000095752
DLX3	IFIT5	44.820902866743708	1	ENSG00000102974	ENSG00000080709
DLX3	SLC16A1	29.572282003781599	1	ENSG00000102974	ENSG00000129988
DLX3	DEFB1	28.267153335123801	1	ENSG00000102974	ENSG00000089250
DLX3	NFIL3	53.057734972491204	1	ENSG00000102974	ENSG00000164128
DLX3	SLFN5	22.392207539203699	1	ENSG00000102974	ENSG00000112038
DLX3	CXCL11	92.4150524657136	1	ENSG00000102974	ENSG00000162896
DLX3	RARG	6.2159285086231399	1	ENSG00000102974	ENSG00000148344
DLX3	HPSE	75.893130427890199	1	ENSG00000102974	ENSG00000087494
DLX3	C4orf32	125.083655640026	1	ENSG00000102974	ENSG00000175097
DLX3	TNFSF15	113.64027187001101	1	ENSG00000102974	ENSG00000007908
DLX3	EXT1	144.982335722784	1	ENSG00000102974	ENSG00000174175
DLX3	TBK1	53.164245404048799	1	ENSG00000102974	ENSG00000135919
DLX3	TNFAIP2	35.332152730578798	1	ENSG00000102974	ENSG00000106688
DLX3	INSIG1	166.28839173723901	1	ENSG00000102974	ENSG00000125398
DLX3	FUT4	39.511510526724599	1	ENSG00000102974	ENSG00000135111
DLX3	PTPN1	54.687560829617205	1	ENSG00000102974	ENSG00000164362
DLX3	MT1F	34.731409881255303	1	ENSG00000102974	ENSG00000239732
DLX3	COX7A2P1	24.790857549448798	1	ENSG00000102974	ENSG00000007001
DLX3	CCL4	13.331985477566901	1	ENSG00000102974	ENSG00000184937
DLX3	CCL15	47.128581001527998	1	ENSG00000102974	ENSG00000158125
DMRT3	ALOX12	199.60597499336004	1	ENSG00000131759	ENSG00000107262
HMG20B	ETV6	-696.19239317808103	1	ENSG00000204231	ENSG00000019991
ZNF76	IFI30	170.66695855791701	1	ENSG00000125347	ENSG00000112343
ZFY	ST6GAL1	-282.09297797109298	1	ENSG00000105997	ENSG00000101347
MEF2A	LAMP3	631.86497955774007	1	ENSG00000131931	ENSG00000104825
MEF2A	CD69	276.92049918310801	1	ENSG00000131931	ENSG00000069399
MEF2A	RSAD2	574.95732383364304	1	ENSG00000131931	ENSG00000167996
MEF2A	BACE1	617.259335604733	1	ENSG00000131931	ENSG00000185338
MEF2A	SIRPA	382.07081208934801	1	ENSG00000131931	ENSG00000102265
MEF2A	KIAA0040	572.468064284398	1	ENSG00000131931	ENSG00000130725
MNT	AQP4	242.39100331634299	1	ENSG00000180532	ENSG00000172179
TCF3	FCER2	-40.575439298244902	1	ENSG00000184486	ENSG00000012779
TCF3	ETV6	169.36525245561799	1	ENSG00000184486	ENSG00000019991
TCF3	XDH	268.337054714359	1	ENSG00000184486	ENSG00000101670
TCF3	ARHGEF3	695.425589745666	1	ENSG00000184486	ENSG00000118513
TCF3	GRM2	-225.56737384012101	1	ENSG00000184486	ENSG00000136997
TCF3	CSF2	360.344815640467	1	ENSG00000184486	ENSG00000080986
TCF3	ISG15	162.639823754037	1	ENSG00000184486	ENSG00000111728
TCF3	LTA	323.989977324177	1	ENSG00000184486	ENSG00000144935
TP63	DDIT4	859.99011488919905	1	ENSG00000118260	ENSG00000100311
ENO1	SELE	168.463811101517	1	ENSG00000118495	ENSG00000072310
ENO1	ETV7	135.941284449817	1	ENSG00000118495	ENSG00000131408
ENO1	LTF	292.16817683041	1	ENSG00000118495	ENSG00000169710
ENO1	CD74	77.204162408034207	1	ENSG00000118495	ENSG00000160285
ENO1	TRAF1	292.64525699433	1	ENSG00000118495	ENSG00000186350
ENO1	EDN1	363.17546281723901	1	ENSG00000118495	ENSG00000269335
ENO1	PRKD2	118.092738912591	1	ENSG00000118495	ENSG00000104899
ENO1	UNC93B1	138.50961933394299	1	ENSG00000118495	ENSG00000087088
ENO1	ESRRB	170.557331143494	1	ENSG00000118495	ENSG00000221869
ENO1	IRF5	22.347925822636398	1	ENSG00000118495	ENSG00000106991
ENO1	IL2RA	330.19576376383299	1	ENSG00000118495	ENSG00000160211
ENO1	TBX3	174.87718184625703	1	ENSG00000118495	ENSG00000178950
ENO1	IER3	21.9073864343191	1	ENSG00000118495	ENSG00000114353
ENO1	AIM2	50.2912310157446	1	ENSG00000118495	ENSG00000100985
ENO1	CXCL1	-119.168556122306	1	ENSG00000118495	ENSG00000163738
ENO1	PXK	-16.324688618168302	1	ENSG00000118495	ENSG00000152256
ENO1	PLCD1	124.24991369716001	1	ENSG00000118495	ENSG00000066336
ENO1	KIAA0040	385.435172682283	1	ENSG00000118495	ENSG00000130725
ENO1	AMACR	391.93677835941298	1	ENSG00000118495	ENSG00000110057
PAX2	CXCL2	392.42165857249398	1	ENSG00000168269	ENSG00000077150
PAX2	EBI3	198.39713512587898	1	ENSG00000168269	ENSG00000242110
PAX2	PML	276.75347481422199	1	ENSG00000168269	ENSG00000204592
PAX2	DNASE1L2	-89.870486499825404	1	ENSG00000168269	ENSG00000117115
HOXA9	TRPC1	1225.34670932534	1	ENSG00000170365	ENSG00000126709
HOXA9	MKX	1429.9505677290601	1	ENSG00000170365	ENSG00000125538
HOXA9	APOBEC3B	333.85499650038702	1	ENSG00000170365	ENSG00000020577
HOXA9	DIO2	823.88085556795897	1	ENSG00000170365	ENSG00000124731
CIC	BST2	581.563787196151	1	ENSG00000171786	ENSG00000141736
CIC	ANGPT1	532.05130547491001	1	ENSG00000171786	ENSG00000186081
RFX3	STEAP4	-272.38955723014703	1	ENSG00000102878	ENSG00000100129
TCF7	ANGPT1	314.82291279737598	1	ENSG00000244405	ENSG00000186081
MEF2C	GUCY1A2	139.19818738139401	1	ENSG00000167840	ENSG00000172183
NFE2L1	CCR7	219.45872303323102	1	ENSG00000140044	ENSG00000146425
NFE2L1	JUNB	342.90558075108299	1	ENSG00000140044	ENSG00000146278
NFE2L1	HSD17B8	1401.15233498509	1	ENSG00000140044	ENSG00000123610
NFE2L1	AGER	1442.30410669344	1	ENSG00000140044	ENSG00000049249
REST	RAG2	959.49593450456405	1	ENSG00000141510	ENSG00000133321
TFAP2C	HAMP	130.681767590763	1	ENSG00000139651	ENSG00000185722
TFAP2C	RNF19B	549.04383455505797	1	ENSG00000139651	ENSG00000163823
TFAP2C	CYP2E1	-48.695871238528298	1	ENSG00000139651	ENSG00000107566
TFAP2C	LTA	-250.86300655672099	1	ENSG00000139651	ENSG00000144935
RFX2	ABCB4	400.969011416093	1	ENSG00000121068	ENSG00000114013
RFX2	SPP1	828.34738750555607	1	ENSG00000121068	ENSG00000112149
RFX2	C4orf33	63.125960674286098	1	ENSG00000121068	ENSG00000134352
RFX2	LY6E	-676.95706578545503	1	ENSG00000121068	ENSG00000104814
RFX2	PTAFR	95.664699555561413	1	ENSG00000121068	ENSG00000121879
RFX2	GRIN2A	537.87482089208197	1	ENSG00000121068	ENSG00000021355
RFX2	THBS2	959.71748985906993	1	ENSG00000121068	ENSG00000120833
RFX2	HSD17B8	1061.7351918864999	1	ENSG00000121068	ENSG00000123610
RFX2	MT1H	528.98672345029706	1	ENSG00000121068	ENSG00000056558
TFAP4	CHMP5	188.93821022294799	1	ENSG00000067646	ENSG00000172819
TFAP4	RORC	608.88658274366401	1	ENSG00000067646	ENSG00000137331
ESR1	TXNIP	467.47255604470297	1	ENSG00000064195	ENSG00000150630
CREM	ETV7	258.550024245624	1	ENSG00000169926	ENSG00000131408
CREM	RORA	339.61920769913996	1	ENSG00000169926	ENSG00000126456
CREM	EDN1	447.95621412305002	1	ENSG00000169926	ENSG00000269335
CREM	GADD45B	126.695176833654	1	ENSG00000169926	ENSG00000160113
CREM	PTEN	145.77465315779801	1	ENSG00000169926	ENSG00000105287
CREM	RXRA	-439.00483764348502	1	ENSG00000169926	ENSG00000142168
HIVEP1	CX3CL1	-32.671352537622397	1	ENSG00000107807	ENSG00000258626
HIVEP1	UPP2	213.41493187522599	1	ENSG00000107807	ENSG00000114650
HIVEP1	SELE	321.300510920813	1	ENSG00000107807	ENSG00000072310
NFATC4	SLC6A6	710.04941172744998	1	ENSG00000156273	ENSG00000117525
VSX1	FCER2	464.31349785670199	1	ENSG00000186564	ENSG00000012779
VSX1	NR5A2	1242.8448306324499	1	ENSG00000186564	ENSG00000177575
VSX1	DCTN4	862.33867502074406	1	ENSG00000186564	ENSG00000104870
VSX1	APOD	381.69992018876297	1	ENSG00000186564	ENSG00000164691
MYBL2	MCL1	-243.08348209252401	1	ENSG00000198740	ENSG00000163565
NFATC2	PTPN13	-1115.6973370851899	1	ENSG00000152192	ENSG00000038945
NFATC2	MMP1	-297.74327154614201	1	ENSG00000152192	ENSG00000105967
TCFL5	BLNK	-79.711169367402903	1	ENSG00000184937	ENSG00000112333
TCFL5	FKBP5	-197.94747252119799	1	ENSG00000184937	ENSG00000175745
TCFL5	BLVRA	-195.33433606344101	1	ENSG00000184937	ENSG00000171885
TCFL5	ELF1	-232.50313716020301	1	ENSG00000184937	ENSG00000165376
TCFL5	PIK3CA	-779.45302204194195	1	ENSG00000184937	ENSG00000060566
TCFL5	G6PC	-303.01389849421003	1	ENSG00000184937	ENSG00000170231
TCFL5	SLC16A1	-128.921633903339	1	ENSG00000184937	ENSG00000129988
TCFL5	NFIL3	-240.76005674819697	1	ENSG00000184937	ENSG00000164128
TCFL5	RARG	-91.740335879345906	1	ENSG00000184937	ENSG00000148344
E2F1	FSTL3	-41.421679273960997	1	ENSG00000137265	ENSG00000128604
E2F1	ABCB1	27.091398907287303	1	ENSG00000137265	ENSG00000077092
E2F1	EP300	28.200482353419599	1	ENSG00000137265	ENSG00000151623
E2F1	PDYN	45.674929288046997	1	ENSG00000137265	ENSG00000091262
E2F1	TFPI2	25.273524234245201	1	ENSG00000137265	ENSG00000124701
E2F1	C3	362.96890951404998	1	ENSG00000137265	ENSG00000152592
E2F1	IL2RA	-17.163712058614099	1	ENSG00000137265	ENSG00000160211
E2F1	THBS1	214.790195108228	1	ENSG00000137265	ENSG00000176153
E2F1	LSS	228.95284749754902	1	ENSG00000137265	ENSG00000181541
E2F1	CXCL1	20.299230673654801	1	ENSG00000137265	ENSG00000163738
E2F1	CLEC4D	-23.788498576349802	1	ENSG00000137265	ENSG00000060491
E2F1	DPYD	24.548859612901101	1	ENSG00000137265	ENSG00000115353
E2F1	TICAM2	118.42247411464899	1	ENSG00000137265	ENSG00000114638
ELF4	OAS2	319.68755009180302	1	ENSG00000103495	ENSG00000125845
ELF4	CCL20	568.23988590189401	1	ENSG00000103495	ENSG00000172724
ELF4	CYP19A1	348.30293408541297	1	ENSG00000103495	ENSG00000176884
KLF5	RNF19B	576.53105266921602	1	ENSG00000134138	ENSG00000163823
KLF5	RBCK1	86.570518824327294	1	ENSG00000134138	ENSG00000188641
KLF5	VCAM1	138.166753494852	1	ENSG00000134138	ENSG00000197971
KLF5	CASP7	-955.06900670019195	1	ENSG00000134138	ENSG00000163545
KLF5	BATF2	-87.946889125207093	1	ENSG00000134138	ENSG00000205268
KLF5	PLK3	119.581026401988	1	ENSG00000134138	ENSG00000168297
NFAT5	RORC	427.128390259615	1	ENSG00000102935	ENSG00000137331
NFAT5	ACACA	360.48221855219401	1	ENSG00000102935	ENSG00000178175
ZNF423	IL11	-168.45825983648501	1	ENSG00000067082	ENSG00000278570
ZNF423	IFI44	-171.247977564878	1	ENSG00000067082	ENSG00000164082
ZNF423	IL12A	20.959394550097198	1	ENSG00000067082	ENSG00000102144
DBP	CD38	903.75310955528107	1	ENSG00000153879	ENSG00000277089
DBP	GATA3	35.158427316984103	1	ENSG00000153879	ENSG00000198363
DBP	MS4A4A	-523.62163998364304	1	ENSG00000153879	ENSG00000171791
DBP	MDK	-1100.4775077996801	1	ENSG00000153879	ENSG00000121380
DBP	CD48	-156.64134331973199	1	ENSG00000153879	ENSG00000120217
KLF1	NR3C2	789.3127424501489	1	ENSG00000189079	ENSG00000145839
ETV2	NCF1	872.62122730683802	1	ENSG00000106331	ENSG00000171236
ETV2	REL	1480.91048493823	1	ENSG00000106331	ENSG00000110492
ETV2	SNN	-221.245898364602	1	ENSG00000106331	ENSG00000131171
ETV2	F8	-986.04365895460205	1	ENSG00000106331	ENSG00000110911
ETV2	MAP3K5	-883.18636946496395	1	ENSG00000106331	ENSG00000178726
ETV2	HMGN1	917.045318504487	1	ENSG00000106331	ENSG00000135148
USF2	GBP3	208.70816575391601	1	ENSG00000196843	ENSG00000160654
ERF	SAMHD1	-480.70781137552802	1	ENSG00000156127	ENSG00000138075
ERF	BGN	-291.55118639974398	1	ENSG00000156127	ENSG00000196136
SP4	GCLC	471.76600615667701	1	ENSG00000064961	ENSG00000171855
TFEC	SELE	309.79053231243597	1	ENSG00000167081	ENSG00000072310
TFEC	NOX1	548.64489439758802	1	ENSG00000167081	ENSG00000110921
TFEC	LTF	370.31456189224599	1	ENSG00000167081	ENSG00000169710
TFEC	KIAA0040	162.56104937793401	1	ENSG00000167081	ENSG00000130725
HOXA3	SUPV3L1	-307.47338588562701	1	ENSG00000005889	ENSG00000148346
HOXA5	ANGPT1	795.62461248305897	1	ENSG00000168610	ENSG00000186081
HOXA5	SLC25A30	417.71934067493601	1	ENSG00000168610	ENSG00000103490
NOBOX	FGF8	-427.49648179623199	1	ENSG00000205250	ENSG00000018625
NOBOX	MASTL	-23.766849631169102	1	ENSG00000205250	ENSG00000176194
NOBOX	C3	-90.389453809551199	1	ENSG00000205250	ENSG00000152592
NOBOX	FUT4	-297.849612729878	1	ENSG00000205250	ENSG00000135111
NOBOX	CCL4	-181.833024585429	1	ENSG00000205250	ENSG00000184937
NRF1	FAM134B	-488.09378567273598	1	ENSG00000126767	ENSG00000186442
MEOX2	RELA	-1353.02231341129	1	ENSG00000101057	ENSG00000073756
MEOX2	SREBF2	-910.34500068061595	1	ENSG00000101057	ENSG00000041982
MEOX2	CFB	-85.008084740283692	1	ENSG00000101057	ENSG00000183696
POU6F2	MAX	439.004946059264	1	ENSG00000077092	ENSG00000120129
POU6F2	AKR1C1	-1288.16664562408	1	ENSG00000077092	ENSG00000118785
POU6F2	MBP	-607.453149411249	1	ENSG00000077092	ENSG00000145365
LHX2	NMI	-463.74216588860497	1	ENSG00000130182	ENSG00000006210
LHX2	ANKRD22	-226.587327256447	1	ENSG00000130182	ENSG00000164626
LHX2	PAFAH2	480.02045734524302	1	ENSG00000130182	ENSG00000107798
LHX2	BCL2	100.40270657479999	1	ENSG00000130182	ENSG00000072062
LHX2	PLK3	457.32199331093301	1	ENSG00000130182	ENSG00000168297
CREB3	BTK	-525.69823365396405	1	ENSG00000072736	ENSG00000007944
CREB3	LEPR	-793.71015347618504	1	ENSG00000072736	ENSG00000126353
CREB3	RAG2	-718.15794944617403	1	ENSG00000072736	ENSG00000133321
GATA3	HNF4A	147.853216492965	1	ENSG00000037965	ENSG00000085563
PITX3	GCA	-1110.4072565812301	1	ENSG00000085276	ENSG00000274736
HOXB6	ISG15	-218.84917722649399	1	ENSG00000139083	ENSG00000111728
MLX	CX3CL1	143.81695986097199	1	ENSG00000164093	ENSG00000258626
MLX	MYLIP	-33.573463936717204	1	ENSG00000164093	ENSG00000198911
MLX	ETV7	-264.49649287273996	1	ENSG00000164093	ENSG00000131408
MLX	LAMP3	-75.973753276299703	1	ENSG00000164093	ENSG00000104825
MLX	EDN1	-613.02080176516404	1	ENSG00000164093	ENSG00000269335
MLX	NUP50	25.653850794615998	1	ENSG00000164093	ENSG00000177463
MLX	GTPBP1	-304.69107377068701	1	ENSG00000164093	ENSG00000173153
MLX	GNAI2	-19.299005835608501	1	ENSG00000164093	ENSG00000119242
MLX	TBX3	-149.60515877601699	1	ENSG00000164093	ENSG00000178950
MLX	OASL	-44.835477097504999	1	ENSG00000164093	ENSG00000143641
MLX	SSBP3	-368.96773322044896	1	ENSG00000164093	ENSG00000131981
MLX	AIM2	-132.77332811986298	1	ENSG00000164093	ENSG00000100985
MLX	TLR3	-200.91023764157902	1	ENSG00000164093	ENSG00000105402
MLX	ALDH1A1	-103.764312309042	1	ENSG00000164093	ENSG00000181019
MLX	CLEC4D	-529.64250358098604	1	ENSG00000164093	ENSG00000060491
MLX	C1S	66.756466413436399	1	ENSG00000164093	ENSG00000163904
MLX	NR2F2	-312.97476398669397	1	ENSG00000164093	ENSG00000168003
MLX	AKR1C1	-501.881327529776	1	ENSG00000164093	ENSG00000118785
MLX	IL27	-546.98119408865	1	ENSG00000164093	ENSG00000198959
HLF	INSR	96.558710794243794	1	ENSG00000125398	ENSG00000140650
ELF2	RASSF4	137.16500185697601	1	ENSG00000164330	ENSG00000130707
ELF2	CD83	251.37899460293499	1	ENSG00000164330	ENSG00000125730
ELF2	SOX9	83.785486891897094	1	ENSG00000164330	ENSG00000164825
ELF2	EGFR	990.704096188113	1	ENSG00000164330	ENSG00000115457
ELF2	NUAK2	183.66727156829799	1	ENSG00000164330	ENSG00000196611
NKX3-2	HK2	1194.4463577236399	1	ENSG00000140009	ENSG00000227507
NKX3-2	THBD	439.80676015621697	1	ENSG00000140009	ENSG00000197956
GLI1	TNFSF13B	220.04581199040902	1	ENSG00000180613	ENSG00000187758
ELK3	NR1I3	399.53454778883201	1	ENSG00000129911	ENSG00000160888
CUX2	RXRB	261.16765969250997	1	ENSG00000170689	ENSG00000104689
VDR	RGS1	-913.14713580148805	1	ENSG00000188290	ENSG00000198963
RFX4	AQP4	-232.47690612629799	1	ENSG00000106459	ENSG00000172179
RFX4	TXNIP	-104.57106953668502	1	ENSG00000106459	ENSG00000150630
BACH2	TNFRSF9	756.27670461914204	1	ENSG00000152977	ENSG00000213928
BACH2	CREB3L3	647.65232861272204	1	ENSG00000152977	ENSG00000126561
BACH2	RNF24	-1001.57177081233	1	ENSG00000152977	ENSG00000005471
BACH2	PPARD	735.50227763856401	1	ENSG00000152977	ENSG00000165507
BACH2	IL1A	1048.5160752889801	1	ENSG00000152977	ENSG00000102970
BACH2	FNDC4	601.08343469374199	1	ENSG00000152977	ENSG00000102962
BACH2	LGALS3	618.70638348713203	1	ENSG00000152977	ENSG00000026103
BACH2	ADAM19	626.31913863344403	1	ENSG00000152977	ENSG00000099860
BACH2	PMM2	447.92997746008103	1	ENSG00000152977	ENSG00000204642
BACH2	GALNT2	1446.9313116363901	1	ENSG00000152977	ENSG00000165949
BACH2	ZNF385B	680.49784598679707	1	ENSG00000152977	ENSG00000068079
BACH2	RBBP4	248.02939128527302	1	ENSG00000152977	ENSG00000277443
BACH2	PPM1K	143.78278962937799	1	ENSG00000152977	ENSG00000198417
BACH2	JUNB	780.46827957955702	1	ENSG00000152977	ENSG00000146278
BACH2	KRT15	657.85381310352	1	ENSG00000152977	ENSG00000163644
BACH2	RAG2	664.86014787339298	1	ENSG00000152977	ENSG00000133321
BACH2	NR2F1	332.71499656801802	1	ENSG00000152977	ENSG00000107551
BACH2	CSF1	1149.34018876714	1	ENSG00000152977	ENSG00000149131
BACH2	SOCS1	336.717702037734	1	ENSG00000152977	ENSG00000155287
BACH2	S100A4	369.21000870936899	1	ENSG00000152977	ENSG00000231925
E2F3	CLEC2B	142.41065859194799	1	ENSG00000007866	ENSG00000100739
NR2E1	GCLC	1286.1372188472901	1	ENSG00000151702	ENSG00000171855
NR2E1	MSR1	171.42344020483199	1	ENSG00000151702	ENSG00000005339
NR2E1	KITLG	574.201792787979	1	ENSG00000151702	ENSG00000170581
NR2E1	UPK1B	2553.7047371798499	1	ENSG00000151702	ENSG00000108702
NR2E1	STAT1	1051.5762919005901	1	ENSG00000151702	ENSG00000275302
NR2E1	GBP1	878.26540131822605	1	ENSG00000151702	ENSG00000101017
NR2E1	TNFSF10	290.96956867051603	1	ENSG00000151702	ENSG00000107175
NR2E1	PLCG1	1005.96886576797	1	ENSG00000151702	ENSG00000163734
NR2E1	IDO1	635.01317248512999	1	ENSG00000151702	ENSG00000158769
NR2E1	PHF11	1072.21504233568	1	ENSG00000151702	ENSG00000154451
NR2E1	FCGR1A	164.58175574983201	1	ENSG00000151702	ENSG00000136689
NR2E1	TGM2	1413.0748266691901	1	ENSG00000151702	ENSG00000232810
NR2E1	HBE1	416.49985234447195	1	ENSG00000151702	ENSG00000121060
TBP	MYOZ1	-134.965013758753	1	ENSG00000100644	ENSG00000197747
SRF	TRIM14	210.44443341099799	1	ENSG00000075426	ENSG00000101246
BCL6	RNF19B	280.40867055640598	1	ENSG00000164920	ENSG00000163823
FOXP1	CASP7	-241.84408965601398	1	ENSG00000164438	ENSG00000163545
TLX2	TNIP3	335.08136559584096	1	ENSG00000008196	ENSG00000131759
TLX2	ARG2	88.804836726881902	1	ENSG00000008196	ENSG00000213341
TLX2	BAX	264.70923679131499	1	ENSG00000008196	ENSG00000112033
TLX2	CD209	63.029125506408995	1	ENSG00000008196	ENSG00000111424
TLX2	AMH	-224.833072165685	1	ENSG00000008196	ENSG00000108839
TLX2	IL2RA	369.39157438201698	1	ENSG00000008196	ENSG00000160211
TLX2	RORC	110.95367150369499	1	ENSG00000008196	ENSG00000137331
TLX2	NPAS2	258.26482362347804	1	ENSG00000008196	ENSG00000173846
STAT1	BLNK	-442.26471584388702	1	ENSG00000008197	ENSG00000112333
STAT1	TERT	372.52456045221902	1	ENSG00000008197	ENSG00000158517
ATF2	NR3C1	191.31517562008901	1	ENSG00000160973	ENSG00000105974
ATF2	TRIM21	302.472855751802	1	ENSG00000160973	ENSG00000117560
EPAS1	FCGRT	-851.77527652725007	1	ENSG00000176678	ENSG00000165092
EPAS1	TP53	-1264.91231208978	1	ENSG00000176678	ENSG00000173083
PRRX1	KITLG	531.04952491257802	1	ENSG00000213928	ENSG00000170581
PRRX1	CCL17	-170.76520616564198	1	ENSG00000213928	ENSG00000163485
PRRX1	CYP27B1	187.15037251831501	1	ENSG00000213928	ENSG00000106605
PRRX1	CTCFL	822.90490629061901	1	ENSG00000213928	ENSG00000169248
PRRX1	LMO2	22.370172911613196	1	ENSG00000213928	ENSG00000117228
PRRX1	SP110	253.983509917314	1	ENSG00000213928	ENSG00000117226
PRRX1	ABCG8	67.159960083618003	1	ENSG00000213928	ENSG00000216490
